invoice_id,branch,city,customer_type,gender,prouduct_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019 0:00,11:26:00,Credit card,276.6,gross_margin_percentage,13.83,8.9
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.13,3/26/2019 0:00,10:31:00,Ewallet,146.79,gross_margin_percentage,7.34,8.4
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.68,2/4/2019 0:00,13:38:00,Ewallet,13.98,gross_margin_percentage,0.7,9.8
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.47,2/1/2019 0:00,20:31:00,Credit card,727.11,gross_margin_percentage,36.36,9.5
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.7,1/24/2019 0:00,17:43:00,Cash,84.48,gross_margin_percentage,4.22,7.6
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.41,3/1/2019 0:00,20:03:00,Ewallet,53.72,gross_margin_percentage,2.69,6.4
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.66,3/27/2019 0:00,13:48:00,Credit card,259.68,gross_margin_percentage,12.98,4.9
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.09,1/21/2019 0:00,16:37:00,Ewallet,467.7,gross_margin_percentage,23.39,8
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.71,1/31/2019 0:00,13:44:00,Ewallet,272.1,gross_margin_percentage,13.61,6.1
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.46,3/10/2019 0:00,19:35:00,Ewallet,70.91,gross_margin_percentage,3.55,8.3
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.97,1/10/2019 0:00,10:33:00,Credit card,559.02,gross_margin_percentage,27.95,5.5
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.06,2/16/2019 0:00,12:21:00,Cash,519.1,gross_margin_percentage,25.96,8.2
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019 0:00,12:58:00,Credit card,98.2,gross_margin_percentage,4.91,6.4
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.92,2/24/2019 0:00,19:57:00,Cash,167.54,gross_margin_percentage,8.38,4.6
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.94,3/7/2019 0:00,11:49:00,Ewallet,32.32,gross_margin_percentage,1.62,6.5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.25,1/28/2019 0:00,16:43:00,Credit card,112.62,gross_margin_percentage,5.63,5.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019 0:00,11:40:00,Ewallet,744.4,gross_margin_percentage,37.22,5.1
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.21,1/2/2019 0:00,13:00:00,Cash,342.1,gross_margin_percentage,17.11,5.1
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019 0:00,12:12:00,Cash,328,gross_margin_percentage,16.4,6.2
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.22,3/10/2019 0:00,15:06:00,Credit card,322.11,gross_margin_percentage,16.11,5.1
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.74,3/1/2019 0:00,16:23:00,Credit card,89.28,gross_margin_percentage,4.46,4.4
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.55,1/3/2019 0:00,11:36:00,Ewallet,350.05,gross_margin_percentage,17.5,5.5
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.93,2/27/2019 0:00,18:24:00,Ewallet,188.5,gross_margin_percentage,9.43,5.6
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.67,2/27/2019 0:00,10:23:00,Credit card,99.69,gross_margin_percentage,4.98,8
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.5,2/7/2019 0:00,16:48:00,Ewallet,431.9,gross_margin_percentage,21.6,8.2
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019 0:00,12:43:00,Credit card,688.8,gross_margin_percentage,34.44,8.7
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.18,3/6/2019 0:00,12:46:00,Credit card,193.5,gross_margin_percentage,9.68,7.8
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.43,3/4/2019 0:00,19:48:00,Ewallet,226.12,gross_margin_percentage,11.31,5.5
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.58,3/18/2019 0:00,15:29:00,Cash,91.98,gross_margin_percentage,4.6,9.8
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.97,1/8/2019 0:00,17:12:00,Cash,200.92,gross_margin_percentage,10.05,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.31,1/20/2019 0:00,16:51:00,Ewallet,331.72,gross_margin_percentage,16.59,9.6
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.46,1/26/2019 0:00,18:53:00,Cash,184.25,gross_margin_percentage,9.21,9.2
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019 0:00,18:33:00,Credit card,178.4,gross_margin_percentage,8.92,6.6
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.02,1/25/2019 0:00,19:39:00,Credit card,121.92,gross_margin_percentage,6.1,4.9
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.62,3/6/2019 0:00,15:07:00,Credit card,574.88,gross_margin_percentage,28.74,6.2
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.43,1/9/2019 0:00,14:20:00,Credit card,441.36,gross_margin_percentage,22.07,8.6
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019 0:00,12:52:00,Credit card,648.2,gross_margin_percentage,32.41,9.3
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.57,3/18/2019 0:00,17:38:00,Ewallet,285.3,gross_margin_percentage,14.27,7.8
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.54,3/12/2019 0:00,19:39:00,Ewallet,385.28,gross_margin_percentage,19.26,5.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019 0:00,13:57:00,Ewallet,115.8,gross_margin_percentage,5.79,7.5
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,3/29/2019 0:00,19:12:00,Ewallet,823.4,gross_margin_percentage,41.17,4.3
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.92,1/25/2019 0:00,16:28:00,Ewallet,96.11,gross_margin_percentage,4.81,7.8
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.88,2/4/2019 0:00,12:50:00,Ewallet,124.65,gross_margin_percentage,6.23,6
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.35,3/9/2019 0:00,14:57:00,Ewallet,451.76,gross_margin_percentage,22.59,7.3
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.04,2/21/2019 0:00,18:31:00,Cash,295.28,gross_margin_percentage,14.76,6.7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.8,1/21/2019 0:00,18:01:00,Cash,372.19,gross_margin_percentage,18.61,8.9
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.09,1/1/2019 0:00,11:40:00,Ewallet,175.32,gross_margin_percentage,8.77,5
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.71,2/8/2019 0:00,13:00:00,Credit card,972.1,gross_margin_percentage,48.61,8.7
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.21,2/19/2019 0:00,16:23:00,Cash,164.96,gross_margin_percentage,8.25,7.1
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.32,1/15/2019 0:00,17:17:00,Ewallet,547.92,gross_margin_percentage,27.4,4.7
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019 0:00,12:20:00,Credit card,66.4,gross_margin_percentage,3.32,4.4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.26,2/16/2019 0:00,15:53:00,Ewallet,60.25,gross_margin_percentage,3.01,5.5
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.57,2/23/2019 0:00,18:30:00,Cash,293.88,gross_margin_percentage,14.69,6
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.87,2/25/2019 0:00,16:21:00,Cash,63.69,gross_margin_percentage,3.18,6
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.51,3/12/2019 0:00,19:53:00,Ewallet,390.96,gross_margin_percentage,19.55,6.4
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.44,3/4/2019 0:00,10:05:00,Cash,206.13,gross_margin_percentage,10.31,8.7
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.27,3/9/2019 0:00,11:23:00,Cash,890.73,gross_margin_percentage,44.54,6.7
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.67,2/3/2019 0:00,15:53:00,Credit card,73.97,gross_margin_percentage,3.7,5.4
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.87,3/27/2019 0:00,14:03:00,Cash,157.02,gross_margin_percentage,7.85,9.2
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.6,2/18/2019 0:00,20:29:00,Cash,62.48,gross_margin_percentage,3.12,4.7
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.17,2/21/2019 0:00,12:38:00,Cash,12.54,gross_margin_percentage,0.63,8.2
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.78,1/4/2019 0:00,19:40:00,Cash,72.17,gross_margin_percentage,3.61,6.1
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019 0:00,13:48:00,Cash,905,gross_margin_percentage,45.25,8.1
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.06,1/17/2019 0:00,18:45:00,Ewallet,86.72,gross_margin_percentage,4.34,7.9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.95,3/25/2019 0:00,17:53:00,Cash,186.62,gross_margin_percentage,9.33,6.3
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019 0:00,20:23:00,Ewallet,985.2,gross_margin_percentage,49.26,4.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.55,1/25/2019 0:00,13:30:00,Credit card,339.57,gross_margin_percentage,16.98,5.2
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.68,2/11/2019 0:00,10:39:00,Credit card,231.12,gross_margin_percentage,11.56,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.98,1/19/2019 0:00,16:08:00,Credit card,80.93,gross_margin_percentage,4.05,9
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.69,3/30/2019 0:00,13:22:00,Cash,281.61,gross_margin_percentage,14.08,9.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019 0:00,19:08:00,Cash,790.2,gross_margin_percentage,39.51,9.2
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.68,1/16/2019 0:00,20:03:00,Credit card,156.84,gross_margin_percentage,7.84,9
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.07,1/31/2019 0:00,19:48:00,Credit card,138.16,gross_margin_percentage,6.91,6.9
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.63,1/22/2019 0:00,10:55:00,Ewallet,672.03,gross_margin_percentage,33.6,9.4
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.21,2/12/2019 0:00,19:01:00,Ewallet,152.58,gross_margin_percentage,7.63,7
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.34,1/25/2019 0:00,18:30:00,Ewallet,254.61,gross_margin_percentage,12.73,7.4
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.34,1/9/2019 0:00,13:34:00,Ewallet,192.7,gross_margin_percentage,9.64,5.6
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.79,1/11/2019 0:00,10:37:00,Credit card,329.32,gross_margin_percentage,16.47,7.5
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.88,1/26/2019 0:00,19:28:00,Cash,162.74,gross_margin_percentage,8.14,6.5
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019 0:00,11:22:00,Cash,95,gross_margin_percentage,4.75,5.2
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.77,3/29/2019 0:00,14:28:00,Cash,306.45,gross_margin_percentage,15.32,7
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.19,3/5/2019 0:00,12:29:00,Ewallet,109.7,gross_margin_percentage,5.49,5.3
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.85,3/30/2019 0:00,12:45:00,Ewallet,206.52,gross_margin_percentage,10.33,7.5
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.32,2/28/2019 0:00,17:38:00,Cash,60.3,gross_margin_percentage,3.02,6
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.42,1/12/2019 0:00,20:07:00,Credit card,27.07,gross_margin_percentage,1.35,5.3
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.52,3/9/2019 0:00,10:54:00,Cash,365.26,gross_margin_percentage,18.26,9.3
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.116,590.44,1/15/2019 0:00,16:19:00,Cash,562.32,gross_margin_percentage,28.12,4.5
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2019 0:00,11:24:00,Ewallet,430.2,gross_margin_percentage,21.51,4.8
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.39,1/15/2019 0:00,10:43:00,Cash,133.7,gross_margin_percentage,6.69,9.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.53,3/19/2019 0:00,19:42:00,Credit card,203.36,gross_margin_percentage,10.17,6.7
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.14,3/3/2019 0:00,10:54:00,Credit card,279.18,gross_margin_percentage,13.96,4.3
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019 0:00,17:16:00,Ewallet,973.8,gross_margin_percentage,48.69,4.4
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.37,2/15/2019 0:00,10:36:00,Cash,201.3,gross_margin_percentage,10.07,7.5
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.72,3/3/2019 0:00,19:00:00,Ewallet,755.92,gross_margin_percentage,37.8,7.5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019 0:00,16:19:00,Cash,603.8,gross_margin_percentage,30.19,6
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.99,1/9/2019 0:00,18:43:00,Ewallet,65.7,gross_margin_percentage,3.29,4.7
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.15,2/5/2019 0:00,14:14:00,Credit card,30.62,gross_margin_percentage,1.53,4.1
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.04,1/25/2019 0:00,15:54:00,Cash,240.04,gross_margin_percentage,12,4.5
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,3/7/2019 0:00,13:58:00,Ewallet,251.4,gross_margin_percentage,12.57,9.7
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.69,1/26/2019 0:00,18:19:00,Credit card,12.09,gross_margin_percentage,0.6,8.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019 0:00,12:45:00,Credit card,522.6,gross_margin_percentage,26.13,6.2
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019 0:00,17:16:00,Credit card,292.2,gross_margin_percentage,14.61,4.9
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.9,2/20/2019 0:00,15:18:00,Credit card,319.9,gross_margin_percentage,16,9.9
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.82,3/27/2019 0:00,20:29:00,Credit card,87.45,gross_margin_percentage,4.37,7.3
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.04,1/15/2019 0:00,20:44:00,Cash,568.61,gross_margin_percentage,28.43,9
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019 0:00,11:38:00,Ewallet,735.6,gross_margin_percentage,36.78,8
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.92,3/13/2019 0:00,14:16:00,Ewallet,271.35,gross_margin_percentage,13.57,4.6
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.26,1/26/2019 0:00,12:45:00,Credit card,400.25,gross_margin_percentage,20.01,9.4
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1,1/23/2019 0:00,12:35:00,Cash,428.67,gross_margin_percentage,21.43,5
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.36,1/21/2019 0:00,10:00:00,Cash,72.72,gross_margin_percentage,3.64,7.1
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.14,1/23/2019 0:00,12:20:00,Ewallet,30.61,gross_margin_percentage,1.53,5.2
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.04,2/27/2019 0:00,17:55:00,Cash,461.94,gross_margin_percentage,23.1,6.1
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019 0:00,12:16:00,Cash,46.2,gross_margin_percentage,2.31,6.3
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,3/11/2019 0:00,15:30:00,Ewallet,80.6,gross_margin_percentage,4.03,4.4
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.12,2/21/2019 0:00,16:55:00,Cash,283.92,gross_margin_percentage,14.2,5.5
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.75,3/17/2019 0:00,18:58:00,Cash,22.62,gross_margin_percentage,1.13,6.4
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.75,3/4/2019 0:00,15:44:00,Cash,30.24,gross_margin_percentage,1.51,8.4
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.55,1/14/2019 0:00,10:11:00,Credit card,34.81,gross_margin_percentage,1.74,7
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.73,2/15/2019 0:00,17:38:00,Credit card,88.31,gross_margin_percentage,4.42,5.2
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.36,2/3/2019 0:00,11:46:00,Cash,128.91,gross_margin_percentage,6.45,9.3
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019 0:00,19:30:00,Ewallet,241.6,gross_margin_percentage,12.08,5.1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.87,2/5/2019 0:00,18:45:00,Cash,41.78,gross_margin_percentage,2.09,9.8
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.83,3/8/2019 0:00,10:53:00,Ewallet,906.5,gross_margin_percentage,45.33,7.3
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.3,2/5/2019 0:00,19:42:00,Ewallet,87.9,gross_margin_percentage,4.4,6.7
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.99,1/27/2019 0:00,13:58:00,Cash,465.7,gross_margin_percentage,23.29,7.6
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019 0:00,10:02:00,Cash,295.8,gross_margin_percentage,14.79,6.1
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2/3/2019 0:00,10:19:00,Cash,639.8,gross_margin_percentage,31.99,9.5
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019 0:00,19:51:00,Cash,435.6,gross_margin_percentage,21.78,6.9
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.21,1/21/2019 0:00,18:00:00,Credit card,164.01,gross_margin_percentage,8.2,8.6
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.09,3/28/2019 0:00,20:14:00,Cash,70.56,gross_margin_percentage,3.53,4.2
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.33,3/23/2019 0:00,13:24:00,Ewallet,439.36,gross_margin_percentage,21.97,7.6
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.67,3/24/2019 0:00,14:22:00,Ewallet,140.64,gross_margin_percentage,7.03,9.6
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.84,3/13/2019 0:00,19:52:00,Credit card,511.28,gross_margin_percentage,25.56,4.6
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2/5/2019 0:00,19:57:00,Cash,686,gross_margin_percentage,34.3,9.1
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.66,1/5/2019 0:00,11:32:00,Credit card,73.96,gross_margin_percentage,3.7,5
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.26,2/13/2019 0:00,15:06:00,Credit card,185.96,gross_margin_percentage,9.3,8
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.71,1/13/2019 0:00,14:55:00,Ewallet,119.72,gross_margin_percentage,5.99,6.7
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.63,3/1/2019 0:00,19:49:00,Ewallet,569.17,gross_margin_percentage,28.46,6.3
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019 0:00,11:40:00,Cash,160.2,gross_margin_percentage,8.01,9.7
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71,3/25/2019 0:00,13:07:00,Cash,145.44,gross_margin_percentage,7.27,7.6
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019 0:00,16:47:00,Ewallet,260.4,gross_margin_percentage,13.02,9.9
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.04,1/29/2019 0:00,11:48:00,Cash,266.7,gross_margin_percentage,13.34,8.6
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,1/9/2019 0:00,16:34:00,Cash,94.8,gross_margin_percentage,4.74,4.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.67,1/3/2019 0:00,10:30:00,Credit card,75.88,gross_margin_percentage,3.79,7.1
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.14,3/8/2019 0:00,15:37:00,Credit card,203.94,gross_margin_percentage,10.2,7.7
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.03,1/2/2019 0:00,16:19:00,Credit card,253.36,gross_margin_percentage,12.67,5.6
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.82,3/4/2019 0:00,16:28:00,Cash,173.16,gross_margin_percentage,8.66,8
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.41,3/2/2019 0:00,19:26:00,Cash,66.1,gross_margin_percentage,3.31,4.3
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.11,2/22/2019 0:00,15:33:00,Cash,65.82,gross_margin_percentage,3.29,4.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.94,1/16/2019 0:00,18:03:00,Credit card,635.18,gross_margin_percentage,31.76,6.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.57,1/17/2019 0:00,10:37:00,Ewallet,115.78,gross_margin_percentage,5.79,8.9
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.896,60.82,2/6/2019 0:00,18:07:00,Ewallet,57.92,gross_margin_percentage,2.9,4.5
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.46,2/8/2019 0:00,13:03:00,Cash,414.72,gross_margin_percentage,20.74,5.6
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.85,2/18/2019 0:00,15:39:00,Cash,206.52,gross_margin_percentage,10.33,9.8
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.02,1/13/2019 0:00,19:55:00,Credit card,144.78,gross_margin_percentage,7.24,8.1
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.69,2/25/2019 0:00,14:36:00,Ewallet,413.04,gross_margin_percentage,20.65,5.8
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.06,1/20/2019 0:00,13:45:00,Credit card,112.44,gross_margin_percentage,5.62,7.7
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.12,2/1/2019 0:00,18:43:00,Ewallet,524.88,gross_margin_percentage,26.24,5.1
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.94,1/14/2019 0:00,18:03:00,Credit card,72.32,gross_margin_percentage,3.62,9.5
